Time (s) - Plot 0	Resistivity (Ohm*cm) - Plot 0	
3325,13	1,03E+0	
3326,64	1,03E+0	
3328,15	1,03E+0	
3329,66	1,02E+0	
3331,17	1,02E+0	
3332,68	1,02E+0	
3334,18	1,02E+0	
3335,69	1,02E+0	
3337,2	1,02E+0	
3338,71	1,02E+0	
3340,22	1,02E+0	
3341,73	1,02E+0	
3343,24	1,02E+0	
3344,75	1,02E+0	
3346,26	1,02E+0	
3347,76	1,02E+0	
3349,27	1,02E+0	
3350,78	1,02E+0	
3352,29	1,02E+0	
3353,8	1,02E+0	
3355,31	1,02E+0	
3356,82	1,02E+0	
3358,32	1,02E+0	
3359,84	1,02E+0	
3361,34	1,01E+0	
3362,85	1,02E+0	
3364,36	1,01E+0	
3365,87	1,01E+0	
3367,38	1,01E+0	
3368,89	1,01E+0	
3370,4	1,01E+0	
3371,91	1,01E+0	
3373,42	1,01E+0	
3374,93	1,01E+0	
3376,44	1,01E+0	
3377,94	1,01E+0	
3379,45	1,01E+0	
3380,96	1,01E+0	
3382,47	1,01E+0	
3383,98	1,01E+0	
3385,49	1,01E+0	
3387	1,01E+0	
3388,51	1,01E+0	
3390,02	1,01E+0	
3391,53	1,01E+0	
3393,03	1,01E+0	
3394,55	1,01E+0	
3396,05	1E+0	
3397,56	1E+0	
3399,07	1E+0	
3400,58	1E+0	
3402,09	1E+0	
3403,6	1E+0	
3405,11	1E+0	
3406,62	1E+0	
3408,13	1E+0	
3409,64	1E+0	
3411,15	1E+0	
3412,66	1E+0	
3414,17	1E+0	
3415,68	9,99E-1	
3417,19	9,99E-1	
3418,7	9,99E-1	
3420,21	9,98E-1	
3421,72	9,98E-1	
3423,23	9,98E-1	
3424,74	9,97E-1	
3426,24	9,96E-1	
3427,75	9,96E-1	
3429,26	9,95E-1	
3430,77	9,96E-1	
3432,28	9,96E-1	
3433,79	9,95E-1	
3435,3	9,94E-1	
3436,81	9,94E-1	
3438,32	9,94E-1	
3439,82	9,92E-1	
3441,33	9,92E-1	
3442,84	9,93E-1	
3444,35	9,92E-1	
3445,86	9,92E-1	
3447,37	9,91E-1	
3448,88	9,91E-1	
3450,39	9,9E-1	
3451,89	9,9E-1	
3453,4	9,89E-1	
3454,91	9,89E-1	
3456,42	9,89E-1	
3457,93	9,88E-1	
3459,44	9,88E-1	
3460,95	9,88E-1	
3462,46	9,87E-1	
3463,97	9,86E-1	
3465,48	9,86E-1	
3466,98	9,85E-1	
3468,49	9,85E-1	
3470	9,84E-1	
3471,51	9,85E-1	
3473,02	9,84E-1	
3474,53	9,84E-1	
3476,04	9,83E-1	
3477,55	9,82E-1	
3479,06	9,82E-1	
3480,57	9,82E-1	
3482,08	9,81E-1	
3483,59	9,8E-1	
3485,1	9,8E-1	
3486,61	9,8E-1	
3488,11	9,79E-1	
3489,62	9,78E-1	
3491,13	9,79E-1	
3492,64	9,78E-1	
3494,15	9,78E-1	
3495,66	9,77E-1	
3497,17	9,77E-1	
3498,68	9,76E-1	
3500,19	9,76E-1	
3501,7	9,75E-1	
3503,21	9,75E-1	
3504,72	9,75E-1	
3506,23	9,75E-1	
3507,74	9,74E-1	
3509,25	9,74E-1	
3510,76	9,73E-1	
3512,27	9,73E-1	
3513,78	9,72E-1	
3515,28	9,72E-1	
3516,79	9,71E-1	
3518,3	9,71E-1	
3519,81	9,7E-1	
3521,32	9,69E-1	
3522,83	9,69E-1	
3524,34	9,69E-1	
3525,84	9,69E-1	
3527,36	9,69E-1	
3528,86	9,68E-1	
3530,37	9,68E-1	
3531,88	9,67E-1	
3533,39	9,66E-1	
3534,9	9,66E-1	
3536,41	9,66E-1	
3537,92	9,64E-1	
3539,43	9,66E-1	
3540,94	9,65E-1	
3542,45	9,64E-1	
3543,96	9,64E-1	
3545,47	9,63E-1	
3546,97	9,63E-1	
3548,48	9,63E-1	
3549,99	9,62E-1	
3551,5	9,61E-1	
3553,01	9,61E-1	
3554,52	9,6E-1	
3556,03	9,59E-1	
3557,54	9,59E-1	
3559,05	9,59E-1	
3560,56	9,59E-1	
3562,07	9,59E-1	
3563,58	9,58E-1	
3565,09	9,58E-1	
3566,6	9,57E-1	
3568,11	9,56E-1	
3569,61	9,56E-1	
3571,12	9,56E-1	
3572,63	9,55E-1	
3574,14	9,55E-1	
3575,65	9,54E-1	
3577,16	9,54E-1	
3578,67	9,54E-1	
3580,18	9,53E-1	
3581,69	9,53E-1	
3583,2	9,53E-1	
3584,71	9,52E-1	
3586,22	9,52E-1	
3587,73	9,51E-1	
3589,24	9,5E-1	
3590,75	9,5E-1	
3592,26	9,49E-1	
3593,77	9,49E-1	
3595,27	9,49E-1	
3596,78	9,49E-1	
3598,29	9,48E-1	
3599,8	9,48E-1	
3601,31	9,47E-1	
3602,82	9,47E-1	
3604,33	9,46E-1	
3605,84	9,46E-1	
3607,35	9,46E-1	
3608,86	9,45E-1	
3610,36	9,45E-1	
3611,87	9,45E-1	
3613,38	9,44E-1	
3614,89	9,44E-1	
3616,4	9,43E-1	
3617,91	9,43E-1	
3619,42	9,42E-1	
3620,93	9,42E-1	
3622,44	9,41E-1	
3623,94	9,41E-1	
3625,45	9,4E-1	
3626,96	9,4E-1	
3628,47	9,39E-1	
3629,98	9,4E-1	
3631,49	9,39E-1	
3633	9,38E-1	
3634,51	9,38E-1	
3636,02	9,38E-1	
3637,53	9,37E-1	
3639,04	9,37E-1	
3640,55	9,37E-1	
3642,06	9,37E-1	
3643,57	9,36E-1	
3645,08	9,36E-1	
3646,59	9,36E-1	
3648,1	9,35E-1	
3649,6	9,34E-1	
3651,11	9,34E-1	
3652,62	9,33E-1	
3654,13	9,33E-1	
3655,64	9,32E-1	
3657,15	9,32E-1	
3658,66	9,32E-1	
3660,17	9,31E-1	
3661,68	9,3E-1	
3663,19	9,31E-1	
3664,7	9,31E-1	
3666,21	9,3E-1	
3667,72	9,3E-1	
3669,23	9,29E-1	
3670,74	9,29E-1	
3672,25	9,28E-1	
3673,76	9,28E-1	
3675,27	9,27E-1	
3676,78	9,27E-1	
3678,28	9,26E-1	
3679,8	9,27E-1	
3681,31	9,26E-1	
3682,82	9,26E-1	
3684,33	9,25E-1	
3685,84	9,25E-1	
3687,35	9,24E-1	
3688,86	9,24E-1	
3690,36	9,24E-1	
3691,87	9,23E-1	
3693,38	9,22E-1	
3694,89	9,22E-1	
3696,4	9,21E-1	
3697,91	9,21E-1	
3699,42	9,21E-1	
3700,93	9,2E-1	
3702,44	9,2E-1	
3703,95	9,2E-1	
3705,46	9,2E-1	
3706,97	9,2E-1	
3708,48	9,19E-1	
3709,99	9,19E-1	
3711,5	9,18E-1	
3713,01	9,17E-1	
3714,52	9,17E-1	
3716,03	9,16E-1	
3717,54	9,17E-1	
3719,05	9,17E-1	
3720,56	9,16E-1	
3722,07	9,16E-1	
3723,57	9,15E-1	
3725,08	9,15E-1	
3726,59	9,14E-1	
3728,1	9,14E-1	
3729,61	9,13E-1	
3731,12	9,13E-1	
3732,63	9,13E-1	
3734,14	9,13E-1	
3735,65	9,13E-1	
3737,16	9,12E-1	
3738,67	9,11E-1	
3740,18	9,11E-1	
3741,69	9,1E-1	
3743,2	9,1E-1	
3744,71	9,09E-1	
3746,22	9,09E-1	
3747,73	9,09E-1	
3749,24	9,08E-1	
3750,74	9,09E-1	
3752,26	9,08E-1	
3753,76	9,08E-1	
3755,28	9,07E-1	
3756,79	9,07E-1	
3758,3	9,06E-1	
3759,81	9,06E-1	
3761,32	9,06E-1	
3762,83	9,05E-1	
3764,34	9,04E-1	
3765,85	9,04E-1	
3767,36	9,03E-1	
3768,86	9,03E-1	
3770,37	9,02E-1	
3771,88	9,03E-1	
3773,39	9,02E-1	
3774,9	9,02E-1	
3776,41	9,01E-1	
3777,92	9,01E-1	
3779,43	9,01E-1	
3780,93	9E-1	
3782,44	9E-1	
3783,95	8,99E-1	
3785,46	8,99E-1	
3786,97	8,99E-1	
3788,48	8,99E-1	
3789,99	8,98E-1	
3791,5	8,98E-1	
3793,01	8,97E-1	
3794,52	8,97E-1	
3796,03	8,96E-1	
3797,53	8,96E-1	
3799,05	8,96E-1	
3800,55	8,94E-1	
3802,06	8,94E-1	
3803,57	8,93E-1	
3805,08	8,93E-1	
3806,59	8,93E-1	
3808,1	8,93E-1	
3809,61	8,93E-1	
3811,12	8,92E-1	
3812,63	8,92E-1	
3814,14	8,91E-1	
3815,65	8,91E-1	
3817,16	8,9E-1	
3818,66	8,9E-1	
3820,41	8,89E-1	
3821,92	8,9E-1	
3823,43	8,89E-1	
3824,94	8,89E-1	
3826,45	8,88E-1	
3827,96	8,88E-1	
3829,47	8,87E-1	
3830,98	8,87E-1	
3832,49	8,86E-1	
3834	8,86E-1	
3835,51	8,85E-1	
3837,02	8,86E-1	
3838,53	8,85E-1	
3840,03	8,85E-1	
3841,55	8,84E-1	
3843,05	8,84E-1	
3844,57	8,83E-1	
3846,07	8,82E-1	
3847,58	8,83E-1	
3849,09	8,82E-1	
3850,6	8,82E-1	
3852,11	8,81E-1	
3853,62	8,81E-1	
3855,13	8,8E-1	
3856,64	8,8E-1	
3858,15	8,79E-1	
3859,66	8,79E-1	
3861,17	8,78E-1	
3862,68	8,78E-1	
3864,19	8,78E-1	
3865,7	8,78E-1	
3867,21	8,77E-1	
3868,72	8,77E-1	
3870,23	8,76E-1	
3871,74	8,76E-1	
3873,24	8,75E-1	
3874,76	8,75E-1	
3876,26	8,75E-1	
3877,77	8,75E-1	
3879,29	8,74E-1	
3880,8	8,74E-1	
3882,31	8,73E-1	
3883,82	8,73E-1	
3885,33	8,72E-1	
3886,84	8,72E-1	
3888,35	8,71E-1	
3889,85	8,72E-1	
3891,36	8,71E-1	
3892,87	8,71E-1	
3894,38	8,7E-1	
3895,9	8,7E-1	
3897,41	8,69E-1	
3898,92	8,69E-1	
3900,43	8,68E-1	
3901,94	8,68E-1	
3903,45	8,68E-1	
3904,95	8,68E-1	
3906,47	8,68E-1	
3907,97	8,67E-1	
3909,48	8,67E-1	
3910,99	8,66E-1	
3912,5	8,66E-1	
3914,01	8,66E-1	
3915,52	8,65E-1	
3917,03	8,64E-1	
3918,54	8,64E-1	
3920,05	8,64E-1	
3921,55	8,63E-1	
3923,06	8,63E-1	
3924,57	8,62E-1	
3926,08	8,62E-1	
3927,59	8,61E-1	
3929,1	8,61E-1	
3930,61	8,61E-1	
3932,12	8,6E-1	
3933,63	8,59E-1	
3935,14	8,6E-1	
3936,64	8,59E-1	
3938,15	8,59E-1	
3939,66	8,58E-1	
3941,17	8,58E-1	
3942,68	8,57E-1	
3944,19	8,57E-1	
3945,7	8,57E-1	
3947,21	8,56E-1	
3948,72	8,56E-1	
3950,23	8,55E-1	
3951,73	8,55E-1	
3953,24	8,54E-1	
3954,75	8,55E-1	
3956,26	8,54E-1	
3957,77	8,53E-1	
3959,28	8,53E-1	
3960,79	8,53E-1	
3962,3	8,52E-1	
3963,81	8,52E-1	
3965,32	8,51E-1	
3966,83	8,51E-1	
3968,34	8,5E-1	
3969,85	8,5E-1	
3971,36	8,5E-1	
3972,87	8,5E-1	
3974,38	8,49E-1	
3975,89	8,49E-1	
3977,4	8,48E-1	
3978,91	8,48E-1	
3980,42	8,48E-1	
3981,93	8,47E-1	
3983,44	8,47E-1	
3984,95	8,46E-1	
3986,45	8,47E-1	
3987,97	8,46E-1	
3989,47	8,46E-1	
3990,98	8,45E-1	
3992,49	8,45E-1	
3994	8,44E-1	
3995,51	8,43E-1	
3997,02	8,43E-1	
3998,53	8,43E-1	
4000,04	8,42E-1	
4001,55	8,42E-1	
4003,06	8,42E-1	
4004,57	8,42E-1	
4006,08	8,41E-1	
4007,59	8,41E-1	
4009,1	8,4E-1	
4010,61	8,4E-1	
4012,11	8,39E-1	
4013,62	8,39E-1	
4015,13	8,39E-1	
4016,64	8,39E-1	
4018,15	8,39E-1	
4019,66	8,38E-1	
4021,17	8,38E-1	
4022,68	8,37E-1	
4024,19	8,37E-1	
4025,7	8,36E-1	
4027,21	8,36E-1	
4028,72	8,36E-1	
4030,23	8,36E-1	
4031,74	8,36E-1	
4033,25	8,35E-1	
4034,76	8,35E-1	
4036,27	8,34E-1	
4037,78	8,34E-1	
4039,29	8,34E-1	
4040,8	8,34E-1	
4042,31	8,33E-1	
4043,82	8,33E-1	
4045,32	8,32E-1	
4046,84	8,32E-1	
4048,34	8,32E-1	
4049,85	8,31E-1	
4051,36	8,3E-1	
4052,87	8,3E-1	
4054,38	8,3E-1	
4055,89	8,3E-1	
4057,4	8,3E-1	
4058,91	8,29E-1	
4060,42	8,29E-1	
4061,93	8,28E-1	
4063,44	8,28E-1	
4064,95	8,27E-1	
4066,46	8,28E-1	
4067,97	8,27E-1	
4069,48	8,27E-1	
4070,99	8,27E-1	
4072,5	8,26E-1	
4074,01	8,26E-1	
4075,52	8,25E-1	
4077,02	8,24E-1	
4078,53	8,24E-1	
4080,04	8,24E-1	
4081,55	8,24E-1	
4083,06	8,24E-1	
4084,57	8,23E-1	
4086,1	8,22E-1	
4087,61	8,23E-1	
4089,12	8,22E-1	
4090,63	8,22E-1	
4092,14	8,21E-1	
4093,65	8,21E-1	
4095,15	8,21E-1	
4096,66	8,2E-1	
4098,17	8,19E-1	
4099,68	8,19E-1	
4101,19	8,19E-1	
4102,7	8,19E-1	
4104,21	8,19E-1	
4105,72	8,18E-1	
4107,23	8,18E-1	
4108,73	8,17E-1	
4110,24	8,17E-1	
4111,75	8,16E-1	
4113,26	8,17E-1	
4114,77	8,16E-1	
4116,28	8,16E-1	
4117,79	8,15E-1	
4119,3	8,15E-1	
4120,81	8,14E-1	
4122,31	8,14E-1	
4123,83	8,14E-1	
4125,34	8,13E-1	
4126,85	8,12E-1	
4128,36	8,13E-1	
4129,86	8,12E-1	
4131,37	8,12E-1	
4132,88	8,12E-1	
4134,39	8,11E-1	
4135,9	8,11E-1	
4137,41	8,1E-1	
4138,92	8,1E-1	
4140,43	8,1E-1	
4141,94	8,1E-1	
4143,45	8,09E-1	
4144,96	8,09E-1	
4146,47	8,08E-1	
4147,98	8,08E-1	
4149,48	8,08E-1	
4150,99	8,07E-1	
4152,5	8,07E-1	
4154,01	8,06E-1	
4155,52	8,06E-1	
4157,03	8,05E-1	
4158,54	8,05E-1	
4160,05	8,05E-1	
4161,56	8,05E-1	
4163,07	8,04E-1	
4164,57	8,04E-1	
4166,08	8,03E-1	
4167,59	8,02E-1	
4169,1	8,03E-1	
4170,61	8,02E-1	
4172,12	8,02E-1	
4173,63	8,02E-1	
4175,14	8,01E-1	
4176,65	8,01E-1	
4178,15	8E-1	
4179,66	8E-1	
4181,17	7,99E-1	
4182,68	8E-1	
4184,19	7,99E-1	
4185,7	7,99E-1	
4187,21	7,98E-1	
4188,72	7,98E-1	
4190,23	7,97E-1	
4191,73	7,98E-1	
4193,24	7,97E-1	
4194,75	7,97E-1	
4196,26	7,97E-1	
4197,77	7,96E-1	
4199,28	7,95E-1	
4200,79	7,95E-1	
4202,3	7,95E-1	
4203,81	7,94E-1	
4205,32	7,94E-1	
4206,83	7,94E-1	
4208,34	7,93E-1	
4209,85	7,93E-1	
4211,35	7,93E-1	
4212,86	7,92E-1	
4214,37	7,92E-1	
4215,88	7,92E-1	
4217,39	7,91E-1	
4218,9	7,91E-1	
4220,41	7,9E-1	
4221,92	7,9E-1	
4223,43	7,9E-1	
4224,94	7,89E-1	
4226,45	7,89E-1	
4227,96	7,89E-1	
4229,47	7,88E-1	
4230,98	7,87E-1	
4232,49	7,87E-1	
4234	7,87E-1	
4235,51	7,86E-1	
4237,02	7,87E-1	
4238,52	7,86E-1	
4240,03	7,86E-1	
4241,54	7,86E-1	
4243,05	7,85E-1	
4244,56	7,85E-1	
4246,07	7,84E-1	
4247,58	7,84E-1	
4249,09	7,83E-1	
4250,6	7,83E-1	
4252,11	7,83E-1	
4253,62	7,82E-1	
4255,13	7,82E-1	
4256,64	7,83E-1	
4258,15	7,82E-1	
4259,65	7,81E-1	
4261,16	7,81E-1	
4262,67	7,81E-1	
4264,19	7,81E-1	
4265,71	7,8E-1	
4267,22	7,8E-1	
4268,72	7,79E-1	
4270,23	7,79E-1	
4271,74	7,78E-1	
4273,25	7,78E-1	
4274,76	7,78E-1	
4276,27	7,77E-1	
4277,77	7,77E-1	
4279,28	7,77E-1	
4280,8	7,76E-1	
4282,31	7,76E-1	
4283,81	7,75E-1	
4285,32	7,75E-1	
4286,83	7,74E-1	
4288,34	7,74E-1	
4289,85	7,74E-1	
4291,36	7,74E-1	
4292,87	7,74E-1	
4294,38	7,73E-1	
4295,89	7,73E-1	
4297,4	7,73E-1	
4298,9	7,72E-1	
4300,42	7,72E-1	
4301,93	7,71E-1	
4303,44	7,71E-1	
4304,94	7,7E-1	
4306,45	7,7E-1	
4307,96	7,7E-1	
4309,47	7,69E-1	
4310,98	7,69E-1	
4312,49	7,69E-1	
4314	7,69E-1	
4315,51	7,69E-1	
4317,02	7,68E-1	
4318,53	7,68E-1	
4320,04	7,68E-1	
4321,55	7,67E-1	
4323,06	7,66E-1	
4324,57	7,66E-1	
4326,08	7,66E-1	
4327,59	7,65E-1	
4329,1	7,65E-1	
4330,61	7,64E-1	
4332,12	7,64E-1	
4333,63	7,64E-1	
4335,14	7,63E-1	
4336,65	7,62E-1	
4338,16	7,63E-1	
4339,67	7,62E-1	
4341,18	7,62E-1	
4342,69	7,61E-1	
4344,19	7,61E-1	
4345,7	7,61E-1	
4347,21	7,6E-1	
4348,72	7,6E-1	
4350,23	7,59E-1	
4351,74	7,59E-1	
4353,25	7,58E-1	
4354,76	7,59E-1	
4356,27	7,58E-1	
4357,77	7,58E-1	
4359,28	7,58E-1	
4360,79	7,57E-1	
4362,3	7,57E-1	
4363,81	7,56E-1	
4365,32	7,56E-1	
4366,83	7,56E-1	
4368,34	7,55E-1	
4369,85	7,55E-1	
4371,36	7,54E-1	
4372,87	7,54E-1	
4374,38	7,54E-1	
4375,89	7,53E-1	
4377,4	7,53E-1	
4378,9	7,52E-1	
4380,41	7,52E-1	
4381,93	7,52E-1	
4383,44	7,52E-1	
4384,94	7,52E-1	
4386,45	7,51E-1	
4387,96	7,51E-1	
4389,47	7,51E-1	
4390,98	7,5E-1	
4392,49	7,5E-1	
4394	7,49E-1	
4395,51	7,49E-1	
4397,02	7,49E-1	
4398,53	7,48E-1	
4400,04	7,48E-1	
4401,55	7,48E-1	
4403,06	7,47E-1	
4404,57	7,47E-1	
4406,08	7,47E-1	
4407,59	7,47E-1	
4409,1	7,46E-1	
4410,61	7,46E-1	
4412,12	7,45E-1	
4413,63	7,45E-1	
4415,14	7,45E-1	
4416,65	7,45E-1	
4418,16	7,44E-1	
4419,67	7,44E-1	
4421,18	7,44E-1	
4422,69	7,43E-1	
4424,2	7,43E-1	
4425,71	7,43E-1	
4427,22	7,42E-1	
4428,73	7,42E-1	
4430,24	7,42E-1	
4431,75	7,41E-1	
4433,26	7,41E-1	
4434,77	7,41E-1	
4436,27	7,4E-1	
4437,78	7,4E-1	
4439,29	7,39E-1	
4440,8	7,39E-1	
4442,31	7,39E-1	
4443,82	7,38E-1	
4445,33	7,38E-1	
4446,84	7,37E-1	
4448,35	7,37E-1	
4449,86	7,37E-1	
4451,37	7,36E-1	
4452,88	7,36E-1	
4454,39	7,36E-1	
4455,9	7,35E-1	
4457,4	7,35E-1	
4458,92	7,35E-1	
4460,43	7,34E-1	
4461,94	7,34E-1	
4463,44	7,33E-1	
4464,95	7,33E-1	
4466,46	7,33E-1	
4467,98	7,32E-1	
4469,48	7,32E-1	
4470,99	7,32E-1	
4472,5	7,31E-1	
4474,01	7,31E-1	
4475,52	7,31E-1	
4477,03	7,3E-1	
4478,54	7,3E-1	
4480,05	7,29E-1	
4481,56	7,29E-1	
4483,07	7,3E-1	
4484,58	7,28E-1	
4486,09	7,29E-1	
4487,6	7,28E-1	
4489,11	7,28E-1	
4490,61	7,28E-1	
4492,12	7,27E-1	
4493,64	7,27E-1	
4495,15	7,26E-1	
4496,65	7,26E-1	
4498,16	7,26E-1	
4499,67	7,25E-1	
4501,18	7,25E-1	
4502,69	7,25E-1	
4504,2	7,24E-1	
4505,71	7,24E-1	
4507,22	7,24E-1	
4508,73	7,23E-1	
4510,24	7,23E-1	
4511,75	7,22E-1	
4513,26	7,22E-1	
4514,76	7,22E-1	
4516,27	7,22E-1	
4517,78	7,21E-1	
4519,29	7,21E-1	
4520,8	7,21E-1	
4522,31	7,21E-1	
4523,82	7,2E-1	
4525,33	7,2E-1	
4526,84	7,19E-1	
4528,35	7,19E-1	
4529,85	7,19E-1	
4531,36	7,18E-1	
4532,87	7,18E-1	
4534,38	7,17E-1	
4535,89	7,17E-1	
4537,4	7,17E-1	
4538,91	7,16E-1	
4540,42	7,16E-1	
4541,93	7,16E-1	
4543,44	7,15E-1	
4544,95	7,15E-1	
4546,46	7,15E-1	
4547,97	7,14E-1	
4549,48	7,14E-1	
4550,99	7,14E-1	
4552,5	7,14E-1	
4554,01	7,13E-1	
4555,52	7,13E-1	
4557,02	7,12E-1	
4558,53	7,12E-1	
4560,05	7,12E-1	
4561,56	7,11E-1	
4563,06	7,11E-1	
4564,57	7,11E-1	
4566,08	7,11E-1	
4567,59	7,1E-1	
4569,1	7,1E-1	
4570,61	7,1E-1	
4572,12	7,09E-1	
4573,63	7,09E-1	
4575,14	7,09E-1	
4576,65	7,08E-1	
4578,16	7,08E-1	
4579,67	7,08E-1	
4581,18	7,07E-1	
4582,69	7,07E-1	
4584,2	7,06E-1	
4585,71	7,06E-1	
4587,22	7,06E-1	
4588,73	7,05E-1	
4590,24	7,05E-1	
4591,75	7,05E-1	
4593,26	7,05E-1	
4594,77	7,04E-1	
4596,28	7,04E-1	
4597,79	7,04E-1	
4599,3	7,04E-1	
4600,8	7,03E-1	
4602,31	7,03E-1	
4603,82	7,02E-1	
4605,33	7,02E-1	
4606,84	7,02E-1	
4608,35	7,02E-1	
4609,86	7,02E-1	
4611,37	7,01E-1	
4612,88	7,01E-1	
4614,39	7E-1	
4615,89	7E-1	
4617,4	6,99E-1	
4618,91	6,99E-1	
4620,42	6,99E-1	
4621,93	6,99E-1	
4623,44	6,98E-1	
4624,95	6,98E-1	
4626,46	6,98E-1	
4627,97	6,98E-1	
4629,48	6,97E-1	
4630,98	6,97E-1	
4632,49	6,96E-1	
4634	6,96E-1	
4635,51	6,96E-1	
4637,02	6,96E-1	
4638,53	6,96E-1	
4640,04	6,95E-1	
4641,55	6,95E-1	
4643,06	6,94E-1	
4644,57	6,94E-1	
4646,08	6,94E-1	
4647,59	6,94E-1	
4649,1	6,93E-1	
4650,61	6,93E-1	
4652,12	6,92E-1	
4653,63	6,92E-1	
4655,14	6,92E-1	
4656,65	6,91E-1	
4658,16	6,91E-1	
4659,67	6,91E-1	
4661,18	6,91E-1	
4662,69	6,91E-1	
4664,19	6,9E-1	
4665,7	6,9E-1	
4667,22	6,9E-1	
4668,73	6,89E-1	
4670,23	6,89E-1	
4671,74	6,89E-1	
4673,25	6,88E-1	
4674,76	6,88E-1	
4676,27	6,88E-1	
4677,78	6,87E-1	
4679,29	6,87E-1	
4680,8	6,87E-1	
4682,31	6,86E-1	
4683,82	6,86E-1	
4685,33	6,86E-1	
4686,84	6,86E-1	
4688,35	6,85E-1	
4689,86	6,85E-1	
4691,37	6,85E-1	
4692,88	6,85E-1	
4694,39	6,85E-1	
4695,9	6,84E-1	
4697,41	6,84E-1	
4698,92	6,84E-1	
4700,43	6,83E-1	
4701,94	6,83E-1	
4703,45	6,83E-1	
4704,96	6,82E-1	
4706,47	6,82E-1	
4707,98	6,82E-1	
4709,49	6,81E-1	
4711	6,81E-1	
4712,51	6,81E-1	
4714,02	6,8E-1	
4715,53	6,8E-1	
4717,04	6,79E-1	
4718,55	6,79E-1	
4720,06	6,79E-1	
4721,57	6,79E-1	
4723,08	6,79E-1	
4724,59	6,78E-1	
4726,1	6,78E-1	
4727,61	6,78E-1	
4729,12	6,77E-1	
4730,63	6,77E-1	
4732,14	6,77E-1	
4733,65	6,76E-1	
4735,16	6,76E-1	
4736,67	6,76E-1	
4738,18	6,75E-1	
4739,69	6,75E-1	
4741,19	6,75E-1	
4742,7	6,74E-1	
4744,22	6,74E-1	
4745,73	6,73E-1	
4747,23	6,73E-1	
4748,74	6,73E-1	
4750,26	6,72E-1	
4751,77	6,72E-1	
4753,27	6,72E-1	
4754,78	6,72E-1	
4756,3	6,71E-1	
4757,81	6,71E-1	
4759,31	6,7E-1	
4760,82	6,7E-1	
4762,33	6,7E-1	
4763,84	6,7E-1	
4765,35	6,69E-1	
4766,86	6,69E-1	
4768,37	6,69E-1	
4769,88	6,68E-1	
4771,39	6,68E-1	
4772,9	6,67E-1	
4774,41	6,67E-1	
4775,92	6,67E-1	
4777,43	6,67E-1	
4778,94	6,66E-1	
4780,45	6,67E-1	
4781,96	6,66E-1	
4783,48	6,66E-1	
4784,99	6,65E-1	
4786,5	6,65E-1	
4788,01	6,65E-1	
4789,52	6,65E-1	
4791,03	6,64E-1	
4792,54	6,64E-1	
4794,05	6,64E-1	
4795,56	6,63E-1	
4797,07	6,63E-1	
4798,58	6,63E-1	
4800,09	6,63E-1	
4801,6	6,62E-1	
4803,1	6,62E-1	
4804,61	6,61E-1	
4806,12	6,61E-1	
4807,64	6,61E-1	
4809,14	6,6E-1	
4810,65	6,6E-1	
4812,16	6,6E-1	
4813,67	6,6E-1	
4815,18	6,6E-1	
4816,69	6,59E-1	
4818,2	6,59E-1	
4819,71	6,58E-1	
4821,22	6,58E-1	
4822,72	6,58E-1	
4824,23	6,58E-1	
4825,74	6,58E-1	
4827,25	6,57E-1	
4828,76	6,57E-1	
4830,27	6,57E-1	
4831,78	6,56E-1	
4833,29	6,56E-1	
4834,8	6,56E-1	
4836,31	6,55E-1	
4837,82	6,55E-1	
4839,33	6,55E-1	
4840,84	6,54E-1	
4842,34	6,54E-1	
4843,85	6,54E-1	
4845,36	6,53E-1	
4846,87	6,54E-1	
4848,38	6,53E-1	
4849,89	6,53E-1	
4851,4	6,53E-1	
4852,91	6,52E-1	
4854,42	6,52E-1	
4855,93	6,52E-1	
4857,44	6,51E-1	
4858,95	6,51E-1	
4860,46	6,5E-1	
4861,97	6,5E-1	
4863,48	6,5E-1	
4864,99	6,5E-1	
4866,5	6,49E-1	
4868,02	6,49E-1	
4869,53	6,49E-1	
4871,05	6,48E-1	
4872,56	6,48E-1	
4874,07	6,48E-1	
4875,58	6,47E-1	
4877,1	6,47E-1	
4878,61	6,47E-1	
4880,12	6,47E-1	
4881,63	6,47E-1	
4883,15	6,46E-1	
4884,66	6,46E-1	
4886,18	6,46E-1	
4887,69	6,45E-1	
4889,2	6,45E-1	
4890,71	6,45E-1	
4892,23	6,45E-1	
4893,74	6,44E-1	
4895,25	6,44E-1	
4896,76	6,44E-1	
4898,28	6,43E-1	
4899,79	6,43E-1	
4901,3	6,43E-1	
4902,81	6,42E-1	
4904,33	6,42E-1	
4905,84	6,42E-1	
4907,36	6,41E-1	
4908,86	6,41E-1	
4910,38	6,41E-1	
4911,89	6,4E-1	
4913,41	6,4E-1	
4914,92	6,4E-1	
4916,44	6,39E-1	
4917,95	6,39E-1	
4919,46	6,39E-1	
4920,97	6,38E-1	
4922,49	6,38E-1	
4924	6,38E-1	
4925,52	6,38E-1	
4927,02	6,37E-1	
4928,54	6,37E-1	
4930,05	6,37E-1	
4931,56	6,36E-1	
4933,07	6,36E-1	
4934,59	6,36E-1	
4936,1	6,36E-1	
4937,62	6,35E-1	
4939,13	6,35E-1	
4940,64	6,35E-1	
4942,15	6,34E-1	
4943,67	6,34E-1	
4945,18	6,34E-1	
4946,69	6,34E-1	
4948,2	6,33E-1	
4949,72	6,33E-1	
4951,23	6,33E-1	
4952,75	6,32E-1	
